Time (t),f1_t,f2_t,f3_t,f4_t,f5_t,f6_t,f7_t,f8_t,f9_t,f10_t,f11_t,f12_t,f13_t,f14_t,f15_t,f16_t,f17_t,f18_t,f19_t,f20_t,f21_t,f22_t,f23_t,f24_t,f25_t,f26_t,f27_t,f28_t,f29_t,f30_t,Output,,,,,,
127,60,60,60,60,60,60,60,60,60,60,60,60.001,60.001,60.001,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,60.002,Normal,,,,,,
128,60.002,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60.001,60.001,60,60,60,60,60,Normal,,,,,,
129,60,60,59.991,59.995,59.997,59.999,60,60.001,60.001,60.001,60.001,60.001,60.001,60.002,60.002,60.002,60.002,60.002,60.002,60.001,60.001,60.001,60.001,60.001,60.001,60,60,60,59.993,59.996,Normal,,,,,,
130,59.998,59.999,60,60,60,60,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,Normal,,,,,,
131,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,Normal,,,,,,
132,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60,60,60,60,60,Normal,,,,,,
133,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
134,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
135,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
136,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
137,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
138,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
139,60,60,60.001,60.001,60.001,60.001,60.002,60.002,60.002,60.002,60.002,59.989,59.994,59.997,59.998,59.999,59.999,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
140,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59.988,59.993,59.996,59.998,60,60.001,60.001,60.001,60.002,60.002,59.99,Normal,,,,,,
141,59.994,59.997,59.998,59.999,60,60,60,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60.001,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
142,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
143,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
144,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
145,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
146,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
147,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
148,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
149,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
150,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
151,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
152,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
153,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
154,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
155,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
156,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
157,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
158,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59.986,59.981,59.989,59.993,59.996,59.998,59.999,Normal,,,,,,
159,59.999,59.999,59.999,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
160,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
161,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
162,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
163,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
164,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
165,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
166,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
167,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
168,60,60,60,60,60,60,60,60,59.999,59.999,60,60,60,60,60,60,60,60,60,60,60,60,60.001,60.001,60.001,60,60,60,60,60,Normal,,,,,,
169,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59.999,59.999,59.999,Normal,,,,,,
170,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,Normal,,,,,,
171,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,Normal,,,,,,
172,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,59.999,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
173,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
174,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
175,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
176,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
177,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
178,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
179,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
180,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Normal,,,,,,
181,60.11,60.09,60.11,60,60,60.1,60.12,60.09,60.12,60.11,60.06,60.07,60.13,60.08,60.08,60,60,60.12,60.09,60.07,60.08,60.13,60.02,60.11,60.03,60.12,60.03,60.14,60.02,60.03,IAO_H_LB,,,,,,
182,60.08,60.05,60.02,60.07,60.11,60.05,60.13,60.09,60,60.07,60.02,60.09,60.07,60.08,60.03,60.01,60.01,60.01,60.14,60.12,60.07,60,60.01,60.14,60.08,60,60.13,60.1,60.11,60.02,IAO_H_LB,,,,,,
183,60.07,60.07,60.1,60.09,60,60.14,60.05,60,60.14,60.13,60.1,60.01,60.13,60.05,60.08,60.02,60.13,60.15,60.03,60.05,60.13,60.02,60.1,60.04,60.08,60.07,60.01,60.02,60.13,60.12,IAO_H_LB,,,,,,
184,60.03,60,60.07,60.07,60.09,60.06,60.02,60.14,60.05,60.15,60.04,60.01,60.07,60.09,60,60,60.11,60,60.05,60.04,60.13,60.12,60.14,60.07,60.15,60.1,60.08,60.05,60.04,60.09,IAO_H_LB,,,IAO_H_LB signature lasts for >= 120 s,,,
185,60.03,60.08,60.14,60.04,60.05,60.1,60.07,60.02,60.12,60.07,60.01,60.15,60.04,60.14,60.12,60.15,60.12,60.1,60.08,60.05,60.15,60.09,60.11,60.11,60.1,60.14,60.15,60.14,60.03,60.01,IAO_H_LB,,,,,,
186,60.14,60.08,60.04,60.05,60.04,60.06,60.13,60.08,60.05,60.01,60.15,60.07,60.07,60.09,60.12,60.04,60.09,60.04,60.1,60.15,60.05,60.11,60.06,60.05,60.13,60.12,60.13,60.05,60.06,60.02,IAO_H_LB,,,,,,
187,60.06,60.09,60.07,60.15,60.05,60.02,60.1,60.13,60.14,60.05,60.01,60.11,60.06,60.05,60.12,60.12,60.15,60.01,60.1,60.09,60.01,60.09,60.02,60.15,60.03,60.14,60.13,60.11,60.11,60.01,IAO_H_LB,,,,,,
188,60.1,60.06,60.11,60.04,60,60.04,60.14,60.13,60.11,60,60.15,60.09,60.11,60.09,60.07,60.09,60.09,60.14,60.09,60.1,60.14,60.15,60.01,60.05,60.01,60.15,60.1,60,60.1,60.11,IAO_H_LB,,,,,,
189,60.15,60,60.09,60.05,60.08,60.11,60,60.08,60.03,60.06,60.13,60.05,60.03,60.12,60.08,60.13,60.15,60.03,60.14,60.12,60.03,60.08,60.06,60.1,60.05,60.13,60.11,60.09,60.14,60.14,IAO_H_LB,,,,,,
190,60.11,60.12,60.05,60,60.13,60.07,60.1,60.04,60.15,60.12,60.09,60.14,60,60.02,60.15,60.13,60.1,60.09,60.05,60.1,60,60.03,60.13,60.09,60.04,60.01,60.11,60.14,60.15,60.05,IAO_H_LB,,,,,,
191,60.1,60.13,60.02,60.06,60.07,60.02,60.03,60.03,60.09,60.13,60.15,60.14,60.09,60.02,60.04,60.02,60.06,60.15,60.1,60.08,60.03,60.06,60.11,60.08,60.04,60.05,60.07,60.12,60.11,60.12,IAO_H_LB,,,,,,
192,60,60.09,60.12,60.11,60.05,60.13,60.05,60.06,60.05,60.13,60.12,60.13,60.04,60.1,60,60.05,60.07,60.11,60.07,60.11,60.03,60.09,60,60.06,60.1,60.12,60.09,60.07,60.09,60.01,IAO_H_LB,,,,,,
193,60.08,60.03,60,60.1,60.04,60.13,60.01,60,60.13,60.04,60.06,60.09,60,60.02,60.09,60.15,60.08,60,60.08,60.03,60.15,60.04,60.14,60.11,60,60.05,60.07,60.15,60.06,60.09,IAO_H_LB,,,,,,
194,60.03,60.08,60.01,60.05,60.15,60.01,60.07,60.06,60.09,60.02,60.08,60.1,60.1,60.12,60.12,60.12,60,60.04,60.1,60.1,60.07,60.06,60.15,60.08,60.11,60,60.03,60.09,60.14,60.05,IAO_H_LB,,,,,,
195,60.03,60.06,60.03,60.13,60.1,60.09,60.06,60.05,60.03,60.02,60.02,60.04,60.07,60,60.05,60.07,60.03,60.07,60.01,60.1,60.04,60.06,60.11,60.06,60.13,60.15,60.15,60.04,60.09,60.14,IAO_H_LB,,,,,,
196,60.14,60.02,60.1,60.07,60.1,60.09,60.13,60.07,60.06,60.01,60.03,60.05,60.06,60.04,60.09,60.14,60.09,60.04,60.15,60.09,60.02,60.09,60.03,60.03,60.08,60.04,60.11,60.07,60.06,60.1,IAO_H_LB,,,,,,
197,60.13,60.12,60.03,60.02,60.06,60.02,60.01,60,60.02,60.07,60.11,60.04,60.04,60.03,60.09,60.08,60.07,60.09,60.14,60.1,60.1,60.1,60.05,60.13,60.05,60.04,60.13,60.15,60.03,60.03,IAO_H_LB,,,,,,
198,60.14,60.11,60.1,60.13,60.05,60.13,60.02,60.12,60.05,60.07,60.12,60.01,60.09,60.11,60.03,60.01,60.09,60.07,60.1,60.12,60.06,60,60.08,60,60.13,60.03,60.12,60.14,60.12,60.05,IAO_H_LB,,,,,,
199,60.05,60.05,60.13,60.02,60.03,60.14,60.15,60.1,60.13,60.1,60.1,60.08,60.03,60.06,60.13,60.11,60.01,60.02,60.14,60,60.1,60.07,60.06,60.09,60.11,60.15,60.11,60.13,60.1,60.07,IAO_H_LB,,,,,,
200,60,60.07,60.02,60.08,60.1,60.09,60.07,60.15,60.04,60.07,60.1,60.07,60.14,60.1,60.04,60.1,60.1,60.09,60,60.11,60.07,60.12,60.12,60.05,60.06,60.06,60,60.14,60.15,60.13,IAO_H_LB,,,,,,
201,60.04,60.02,60.14,60.03,60.04,60.11,60.05,60.12,60.04,60.03,60.08,60.03,60.04,60.09,60.07,60.08,60.13,60.11,60,60.01,60,60.03,60,60.09,60.06,60.01,60,60,60.14,60.02,IAO_H_LB,,,,,,
202,60.1,60.07,60.12,60.13,60.04,60.04,60.15,60.07,60.07,60.1,60,60.09,60.03,60.08,60.13,60.15,60.06,60.04,60.01,60.12,60.11,60.05,60.05,60.12,60.07,60.09,60.08,60.14,60.14,60.09,IAO_H_LB,,,,,,
203,60.01,60.06,60.14,60.13,60,60.06,60.1,60.12,60.11,60.13,60.02,60.13,60.02,60.14,60.13,60.09,60.09,,60.08,60.01,60.11,60,60.06,60.15,60.09,60.03,60.01,60.12,60.03,60.14,IAO_H_LB,,,,,,
204,60.03,60.13,60.07,60.11,60.12,60.03,60.14,60.11,60.15,60.09,60.13,60.14,60,60.07,60.07,60.03,60.06,60.03,60.06,60.08,60.01,60.07,60.15,60,60.09,60.11,60.03,60.13,60.02,60.04,IAO_H_LB,,,,,,
205,60.07,60.14,60.08,60.12,60.09,60.1,60.11,60,60.06,60.04,60,60.09,60,60.05,60.09,60.14,60.1,60.02,60.01,60.13,60.11,60.05,60,60.04,60.13,60.08,60.07,60.12,60.12,60.08,IAO_H_LB,,,,,,
206,60.03,60.05,60.04,60.09,60.01,60.1,60.15,60.08,60.15,60.11,60.02,60.06,60.05,60.04,60.1,60.12,60.15,60,60.15,60.07,60.07,60.15,60.01,60.03,60.06,60.09,60.11,60.06,60.04,60.06,IAO_H_LB,,,,,,
207,60.06,60.15,60.12,60.09,60.15,60.14,60.01,60.14,60.02,60.11,60.01,60.04,60.12,60.1,60.08,60.05,60.13,60.01,60.15,60,60.06,60.11,60,60.12,60.07,60.03,60.09,60.15,60.02,60.02,IAO_H_LB,,,,,,
208,60.13,60.03,60.15,60.08,60.07,60.11,60.04,60.04,60.04,60.09,60.02,60.03,60.04,60.12,60,60.03,60.13,60.08,60,60.1,60.14,60.04,60.09,60.08,60.01,60.08,60.11,60.01,60.01,60.04,IAO_H_LB,,,,,,
209,60.11,60.06,60.07,60.13,60.12,60.04,60.02,60.14,60.08,60.05,60.13,60.07,60.08,60.07,60.08,60.12,60.08,60.02,60.12,60.14,60.05,60.07,60.12,60.04,60.12,60.09,60.14,60.03,60,60.1,IAO_H_LB,,,,,,
210,60.01,60.03,60.11,60.02,60.07,60.11,60.09,60.11,60.03,60.15,60.09,60.13,60.07,60.06,60.05,60.03,60.12,60.09,60.13,60.07,60.08,60.08,60.1,60.14,60.01,60.01,60.12,60.02,60.1,60.14,IAO_H_LB,,,,,,
211,60.12,60.14,60.03,60.15,60.13,60.07,60.15,60.06,60.05,60.1,60.12,60.12,60.04,60.04,60,60.02,60.13,60.06,60,60.11,60.08,60.06,60.1,60,60.11,60.05,60.1,60.01,60.01,60.13,IAO_H_LB,,,,,,
212,60.1,60.11,60.15,60.01,60.05,60.02,60.02,60.05,60.07,60.02,60.02,60.06,60.05,60.07,60.04,60.11,60,60.13,60.14,60.08,60.15,60.01,60.07,60.01,60.06,60.08,60.12,60.14,60.11,60.07,IAO_H_LB,,,,,,
213,60.05,60.03,60.02,60.02,60.06,60.01,60.05,60.15,60.03,60.01,60.06,60.12,60.14,60.04,60.05,60.09,60.13,60.01,60.01,60.1,60.08,60,60.06,60.08,60.06,60.14,60.11,60.15,60.01,60.14,IAO_H_LB,,,,,,
214,60.12,60.02,60.02,60.09,60.13,60.1,60.06,60.11,60.13,60.01,60.01,60.04,60.03,60.14,60.11,60.05,60.02,60.12,60.14,60.03,60.11,60.02,60.01,60.05,60.1,60.03,60.06,60.06,60.02,60.11,IAO_H_LB,,,,,,
215,60.03,60.13,60.04,60.06,60.15,60.11,60.14,60.14,60.15,60.09,60.04,60.03,60.08,60.05,60.13,60.03,60.11,60.11,60.02,60.15,60.14,60.04,60.05,60.09,60.13,60.09,60.01,60.13,60.07,60.08,IAO_H_LB,,,,,,
216,60.11,60.06,60.14,60.09,60,60.05,60.1,60.03,60.03,60.03,60.01,60.14,60.01,60.04,60.13,60.15,60.1,60.12,60.01,60.09,60.05,60.1,60.15,60.09,60.01,60.03,60.07,60,60.04,60.11,IAO_H_LB,,,,,,
217,60.08,60.13,60.08,60.08,60.09,60.01,60.09,60.11,60.13,60.07,60.1,60.1,60,60,60,60.13,60.09,60.14,60.13,60.06,60.03,60.08,60.03,60.11,60.11,60.07,60.13,60.05,60.07,60.13,IAO_H_LB,,,,,,
218,60.1,60,60.06,60.08,60.03,60.04,60.14,60.1,60.05,60.04,60.11,60.15,60.11,60.15,60.01,60.13,60.05,60,60.07,60.01,60.14,60.11,60.09,60.03,60.08,60.03,60.15,60.07,60.12,60.15,IAO_H_LB,,,,,,
219,60.04,60.01,60.08,60.03,60.09,60.07,60.13,60.03,60.11,60.02,60.15,60.11,60.09,60.14,60,60.12,60.1,60,60.1,60.06,60.13,60.13,60.14,60.12,60.15,60.15,60.07,60.03,60.06,60.13,IAO_H_LB,,,,,,
220,60.12,60.14,60.12,60.11,60,60.1,60.02,60.12,60.06,60,60.02,60.08,60.14,60.04,60.08,60.11,60.11,60.12,60.01,60.1,60.01,60.07,60.08,60.1,60,60,60.14,60.03,60.03,60.06,IAO_H_LB,,,,,,
221,60.04,60.09,60.02,60.12,60.1,60,60.1,60.06,60.09,60,60.05,60.06,60.09,60.02,60.09,60.01,60.07,60.05,60.09,60.07,60.03,60.12,60,60.04,60.08,60.09,60.15,60.12,60.07,60.14,IAO_H_LB,,,,,,
222,60.06,60.13,60.11,60.01,60.06,60.07,60.09,60.14,60.14,60,60.03,60.05,60.03,60.1,60.09,60.06,60.03,60.04,60.14,60.03,60.15,60.04,60.14,60.11,60.14,60.12,60.1,60.03,60.13,60,IAO_H_LB,,,,,,
223,60.11,60.08,60.05,60.04,60.11,60.01,60.12,60.05,60.11,60.14,60.06,60.01,60.14,60.12,60.08,60.15,60.15,60.07,60.13,60.12,60.08,60.08,60.1,60.11,60.08,60.14,60.01,60.01,60.08,60.05,IAO_H_LB,,,,,,
224,60.15,60.15,60.13,60.06,60.06,60.04,60.05,60.14,60.02,60.12,60.15,60.07,60.14,60.02,60.14,60.06,60.01,60,60.09,60.1,60.04,60.08,60.13,60.02,60.03,60.09,60.15,60.07,60.13,60.09,IAO_H_LB,,,,,,
225,60.14,60.08,60,60.09,60.02,60,60.06,60.13,60.06,60.14,60.02,60.13,60.04,60.11,60.06,60,60.12,60.11,60.02,60.02,60.05,60.09,60.13,60.04,60.1,60.07,60.13,60.01,60.08,60.09,IAO_H_LB,,,,,,
226,60.15,60.15,60.08,60.04,60.1,60.09,60.03,60,60.05,60.15,60.02,60.12,60.08,60.08,60.15,60.06,60.01,60.09,60.12,60.13,60.05,60.01,60.13,60.03,60.03,60,60.08,60.15,60.02,60.05,IAO_H_LB,,,,,,
227,60.15,60.09,60.14,60.03,60,60.14,60.15,60.1,60,60.11,60.02,60,60.09,60.04,60.1,60,60.1,60.07,60.12,60.13,60.06,60.04,60.06,60.05,60.1,60.05,60.15,60.06,60.06,60.03,IAO_H_LB,,,,,,
228,60.12,60.11,60.12,60.01,60.09,60.13,60.02,60.07,60.06,60.02,60,60.04,60.11,60.12,60.13,60.01,60.06,60.08,60.06,60.1,60.15,60.07,60.06,60.07,60.06,60.04,60.08,60.1,60.14,60.08,IAO_H_LB,,,,,,
229,60.03,60.06,60.05,60.14,60.02,60.14,60.09,60.12,60.05,60.06,60.02,60.04,60.12,60.02,60.11,60.14,60.1,60.04,60.01,60.07,60.08,60.04,60.14,60.01,60.07,60.12,60.01,60.02,60.14,60.12,IAO_H_LB,,,,,,
230,60.03,60.09,60.02,60.04,60.08,60.12,60.07,60.15,60.06,60.03,60.14,60.09,60.09,60.06,60.11,60.02,60.04,60.05,60.11,60.08,60.07,60.07,60.1,60.13,60.12,60.07,60.05,60.08,60.11,60.12,IAO_H_LB,,,,,,
231,60.02,60.01,60.05,60.1,60.05,60.08,60.15,60.04,60.11,60.08,60.15,60.04,60.06,60,60.13,60.08,60.1,60.11,60.14,60.07,60.06,60,60.02,60,60.03,60.1,60.09,60.01,60.03,60.09,IAO_H_LB,,,,,,
232,60.08,60.11,60.01,60.15,60.1,60.06,60.11,60.14,60.09,60.11,60.04,60.05,60.01,60.06,60.14,60.08,60.14,60.02,60.09,60.01,60.07,60.09,60.05,60.06,60.01,60.1,60.08,60.06,60.09,60.05,IAO_H_LB,,,,,,
233,60.11,60.14,60.05,60.15,60.02,60.06,60.07,60.11,60.13,60.06,60.02,60.01,60.01,60.07,60.14,60,60.01,60.01,60.03,60.02,60.01,60.08,60.12,60,60.03,60,60.12,60.1,60.13,60.07,IAO_H_LB,,,,,,
234,60.11,60.1,60.02,60.11,60.13,60.04,60.06,60.11,60.06,60.03,60.05,60.04,60.03,60.03,60.1,60,60.03,60.12,60.01,60.08,60.12,60.15,60.04,60.13,60.14,60.12,60.05,60.06,60.08,60.06,IAO_H_LB,,,,,,
235,60.04,60.07,60.09,60.13,60.04,60.14,60.03,60.02,60.04,60.03,60.07,60.07,60.15,60.13,60.12,60,60.02,60.09,60.1,60.09,60.1,60.15,60.03,60.13,60.1,60.09,60.12,60.12,60.06,60.03,IAO_H_LB,,,,,,
236,60.01,60.07,60,60.1,60.07,60.05,60.07,60,60.11,60.05,60.04,60.11,60.1,60.07,60.03,60.07,60.11,60.13,60.02,60.07,60.1,60.14,60.08,60.14,60.05,60.14,60.03,60.03,60.11,60.14,IAO_H_LB,,,,,,
237,60.08,60.04,60.14,60.01,60.01,60.12,60.13,60.12,60.04,60.01,60.08,60.09,60.15,60.11,60.05,60.07,60.01,60.1,60.08,60.14,60.09,60.06,60.04,60.04,60.14,60.07,60.02,60.12,60.14,60.02,IAO_H_LB,,,,,,
238,60.05,60.04,60.13,60.09,60.14,60.05,60.02,60.01,60.05,60.13,60.06,60.05,60.05,60.08,60.05,60,60,60.12,60.14,60.09,60.03,60.04,60.01,60.05,60.15,60.12,60.06,60.13,60,60.03,IAO_H_LB,,,,,,
239,60.14,60,60.05,60.05,60,60.1,60.09,60.15,60.02,60.15,60.06,60.14,60.09,60.07,60.1,60.02,60.14,60.12,60.09,60.15,60.13,60.08,60.1,60.12,60.07,60,60.03,60.02,60.13,60.14,IAO_H_LB,,,,,,
240,60.12,60.13,60.05,60.13,60.08,60.08,60.15,60.08,60.07,60.07,60.13,60.14,60.09,60.13,60,60,60.06,60.03,60.12,60.15,60.09,60.13,60.12,60.06,60.05,60.14,60.13,60.1,60.09,60.13,IAO_H_LB,,,,,,
241,60.11,60.1,60.13,60.07,60.12,60.04,60,60.07,60.04,60.07,60.14,60.12,60.12,60,60.15,60.05,60.07,60.07,60.02,60.03,60.01,60.02,60.04,60.01,60.14,60.14,60.13,60.1,60.12,60.01,IAO_H_LB,,,,,,
242,60.09,60.07,60.03,60.05,60.14,60.11,60.08,60.05,60.13,60.04,60.02,60.14,60,60.02,60,60.01,60.03,60.06,60.03,60.14,60.04,60.01,60.1,60.04,60.11,60,60.06,60.05,60.1,60.14,IAO_H_LB,,,,,,
243,60.15,60.14,60.01,60.02,60.09,60.09,60,60.12,60.03,60.08,60.13,60.13,60.11,60.13,60.08,60.12,60.06,60.03,60,60.01,60.11,60.12,60.07,60.04,60.15,60.04,60.01,60.01,60.01,60.1,IAO_H_LB,,,,,,
244,60.01,60.13,60.1,60.01,60.07,60.08,60.01,60.15,60.01,60.04,60.06,60.14,60.02,60.05,60.14,60.08,60.15,60,60.08,60.01,60.15,60.08,60.09,60.04,60,60.1,60.08,60.09,60.09,60.05,IAO_H_LB,,,,,,
245,60.02,60.01,60.05,60,60.13,60.1,60.01,60.13,60.04,60,60.09,60.14,60.06,60.05,60.11,60,60.08,60.13,60,60.1,60.02,60.1,60.06,60.03,60.15,60.11,60.14,60.04,60.01,60.03,IAO_H_LB,,,,,,
246,60.07,60.02,60.15,60.13,60.14,60,60.15,60,60.07,60.11,60.09,60.07,60.14,60.03,60.09,60.09,60.12,60.13,60.09,60.08,60.05,60.01,60.07,60.01,60.1,60.1,60.03,60.11,60.14,60.01,IAO_H_LB,,,,,,
247,60,60.01,60.1,60.06,60.14,60.01,60.13,60.13,60.09,60.05,60.03,60.02,60.07,60.06,60.1,60.02,60.14,60,60.03,60.09,60.08,60.07,60.12,60.02,60.04,60.01,60.11,60.01,60.15,60.11,IAO_H_LB,,,,,,
248,60.07,60.04,60.06,60.12,60.14,60.05,60.11,60.1,60.13,60.12,60.09,60.11,60.07,60.05,60.05,60.07,60.09,60.08,60.11,60.06,60.14,60.05,60.13,60.01,60.01,60.05,60.12,60.03,60.12,60.03,IAO_H_LB,,,,,,
249,60.15,60.07,60.02,60.12,60.12,60.11,60.15,60.13,60.06,60.02,60.07,60.13,60.07,60.05,60.04,60.12,60.1,60.02,60.03,60.14,60.09,60.04,60.1,60.04,60,60.05,60.04,60.12,60.01,60,IAO_H_LB,,,,,,
250,60.13,60.11,60,60.12,60.07,60.02,60.11,60.07,60.12,60.05,60.03,60.15,60.04,60.09,60.03,60.04,60.1,60.14,60.14,60.1,60.13,60.13,60.1,60.11,60.07,60.02,60.01,60.15,60.15,60.11,IAO_H_LB,,,,,,
